466;apacheds-bootstrap-plugin
467;apacheds-btree-base
468;apacheds-constants
469;apacheds-core
470;apacheds-core-annotations
471;apacheds-core-api
472;apacheds-core-avl
473;apacheds-core-constants
474;apacheds-core-cursor
475;apacheds-core-entry
476;apacheds-core-integ
477;apacheds-core-jndi
478;apacheds-core-mock
479;apacheds-core-plugin
480;apacheds-core-shared
481;apacheds-core-splay
482;apacheds-core-unit
483;apacheds-default-config
484;apacheds-http-directory-bridge
485;apacheds-http-integration
486;apacheds-i18n
487;apacheds-installers
488;apacheds-interceptor-kerberos
489;apacheds-jdbm
490;apacheds-jdbm-partition
491;apacheds-jdbm-store
492;apacheds-kerberos-codec
493;apacheds-kerberos-shared
494;apacheds-launcher
495;apacheds-ldif-partition
496;apacheds-maven-plugin
497;apacheds-noarch-installer
498;apacheds-protocol-changepw
499;apacheds-protocol-dhcp
500;apacheds-protocol-dns
501;apacheds-protocol-kerberos
502;apacheds-protocol-ldap
503;apacheds-protocol-ntp
504;apacheds-protocol-shared
505;apacheds-sar-plugin
507;apacheds-schema-bootstrap
508;apacheds-schema-extras
509;apacheds-schema-registries
510;apacheds-server-annotations
511;apacheds-server-config
512;apacheds-server-integ
513;apacheds-server-jndi
514;apacheds-server-main
515;apacheds-server-replication
516;apacheds-server-ssl
517;apacheds-server-tools
518;apacheds-server-unit
520;apacheds-service-builder
521;apacheds-test-framework
523;apacheds-utils
524;apacheds-wrapper
525;apacheds-xdbm-base
526;apacheds-xdbm-partition
527;apacheds-xdbm-search
528;apacheds-xdbm-tools
529;apacheds.configuration
530;api
531;apibuilder
532;apisupport
533;apithefire-persistence
534;apithefire-server
535;apithefire-server-jetty
536;apithefire-servlet
537;apithefire-servlet-examples
538;apithefire-servlet-jetty
539;apithefire-servlet-wicket
540;apithefire-sql
541;apithefire-sql-c3p0
542;apithefire-sql-h2
543;apithefire-test
544;apithefire-util
545;apithefire-web
546;apithefire-web-wicket
547;apns
548;apollo-bdb
549;apollo-boot
550;apollo-broker
551;apollo-dto
552;apollo-jdbm2
553;apollo-selector
554;apollo-stomp
555;apollo-tcp
556;apollo-transport
557;apollo-util
558;app
559;app-lifecycle-base
560;app-lifecycle-it
561;app-lifecycle-maven-plugin
562;app-lifecycle-nexus
563;apparat-jitb
564;apparat-lzma-encoder
565;apparat-maven-plugin
566;apparat-playerglobal
567;appassembler-booter
568;appassembler-maven-plugin
569;appassembler-model
570;appcontext
577;appfuse-data-common
578;appfuse-hibernate
579;appfuse-ibatis
580;appfuse-jpa
581;appfuse-jpa-hibernate
582;appfuse-maven-plugin
587;appfuse-service
588;appfuse-web-common
589;appinfo
590;applib
591;applicate
594;AppSensor
595;apt-jelly-core
596;apt-jelly-freemarker
597;apt-jelly-jelly
598;apt-maven-plugin
604;archiva-applet
605;archiva-artifact-converter
606;archiva-artifact-reports
607;archiva-checksum
608;archiva-cli
609;archiva-common
610;archiva-configuration
611;archiva-consumer-api
612;archiva-converter
613;archiva-core-consumers
614;archiva-database
615;archiva-database-consumers
616;archiva-dependency-graph
617;archiva-dependency-tree-consumer
618;archiva-indexer
619;archiva-lucene-consumers
620;archiva-metadata-reports
621;archiva-model
622;archiva-policies
623;archiva-project-reports
624;archiva-proxy
625;archiva-report-manager
626;archiva-repository-layer
627;archiva-rss
628;archiva-scheduled
629;archiva-security
630;archiva-transaction
631;archiva-webdav
632;archiva-xml-tools
633;archiva-xmlrpc-api
634;archiva-xmlrpc-client
635;archiva-xmlrpc-security
636;archiva-xmlrpc-services
637;argj
638;args-inject
639;args4j
640;args4j-tools
641;arq
642;artifact-location-plugin
643;artifactinfo-maven-plugin
644;artifactory
645;artwork
646;asadmin-java
647;asadmin-maven-plugin
648;ascrblr
649;ashwood
650;asm
651;asm-all
652;asm-analysis
653;asm-attrs
654;asm-commons
655;asm-debug-all
656;asm-tree
657;asm-util
658;asm-xml
659;aspect-plugin
660;aspectj-jr-plugin
661;aspectj-maven-plugin
662;aspectjlib
663;aspectjrt
665;aspectjweaver
666;aspirin
667;assertion-agent
668;assertion-constraints
669;assertion-mojo
670;assertion-sample
671;assertion-weaver
672;assimilate
673;ast-core
674;asterisk-java
675;async
676;async-http-client
677;atmosphere-annotations
678;atmosphere-bayeux
679;atmosphere-commons
680;atmosphere-compat-jbossweb
681;atmosphere-compat-tomcat
682;atmosphere-compat-weblogic
683;atmosphere-di-guice
684;atmosphere-grizzly-adapter
685;atmosphere-guice
686;atmosphere-gwt-client
687;atmosphere-gwt-common
688;atmosphere-gwt-poll
689;atmosphere-gwt-server
690;atmosphere-jersey
691;atmosphere-jgroups
692;atmosphere-jms
693;atmosphere-ping
694;atmosphere-redis
695;atmosphere-runtime
696;atmosphere-samples-commons
697;atmosphere-spade-chat
698;atmosphere-spade-server
699;atmosphere-xmpp
700;atomikos-util
701;atomsphere
702;atp-api
703;atp-spi
704;atservice-annotation
705;atservice-processor
706;attach-artifact-maven-plugin
707;audit-report-api
708;audit-report-impl
709;audit-trail
710;aunit-junit
711;authentication
712;authorizate
713;autocomplete
714;autodao
715;autoimports-groovy
716;autoupdate
717;avalon-framework
718;avalon-framework-api
719;avalon-framework-impl
720;avalon-logkit
721;aviator
722;avro
723;avro-compiler
724;avro-ipc
725;avro-mapred
726;avro-maven-plugin
727;avro-tools
728;awaitility
729;awaitility-groovy
730;aws-java-sdk
731;awss3-maven-wagon
732;axiom-api
733;axiom-c14n
734;axiom-dom
735;axiom-impl
736;axiom-jaxen-testsuite
737;axiom-message-abstract
738;axiom-osgi-build
739;axiom-testsuite
740;axiom-testutils
741;axis
742;axis-ant
743;axis-jaxrpc
744;axis-saaj
745;axis2-aar-maven-plugin
746;axis2-adb
747;axis2-adb-codegen
748;axis2-ant-plugin
749;axis2-clustering
750;axis2-codegen
751;axis2-corba
752;axis2-core
753;axis2-doom
754;axis2-fastinfoset
755;axis2-idea-plugin
756;axis2-java2wsdl
757;axis2-java2wsdl-maven-plugin
758;axis2-jaxbri
759;axis2-jaxws
760;axis2-jaxws-api
761;axis2-jibx
762;axis2-json
763;axis2-jws-api
764;axis2-kernel
765;axis2-mar-maven-plugin
766;axis2-metadata
767;axis2-mtompolicy
768;axis2-repo-maven-plugin
769;axis2-saaj
770;axis2-saaj-api
771;axis2-soapmonitor-servlet
772;axis2-spring
773;axis2-testutils
774;axis2-transport-base
775;axis2-transport-http
776;axis2-transport-jms
777;axis2-transport-local
778;axis2-transport-mail
779;axis2-transport-sms
780;axis2-transport-tcp
781;axis2-transport-testkit
782;axis2-transport-udp
783;axis2-transport-xmpp
784;axis2-wsdl2code-maven-plugin
785;axis2-xmlbeans
786;axis2.eclipse.codegen.plugin
787;axis2.eclipse.service.plugin
788;axistools-maven-plugin
789;axon-addressbook-app
790;axon-addressbook-consoleui
791;axon-core
792;axon-integration
793;axon-test
794;backlog
795;backport-spi
797;backport-util-concurrent-java12
798;backup
799;bagit
800;bank-client
801;bank-ejb
802;barbecue
803;barbecue-calculator
804;barchart-udt4
805;barchart-udt4-bundle
806;barcode4j
808;barcode4j-fop-ext-0.20.5-complete
810;barcode4j-fop-ext-complete
811;barcode4j-light
812;base
813;base-configuration
814;base64
815;base64coder-2010-12-19
816;basecamp4j
817;basher
818;basher-booter
819;basher-example
820;basher-framework
821;basher-yourkit
822;basic-components
825;batch-task
826;batik-all
827;batik-maven-plugin
828;bayeux-api
829;bayeux-client
830;bazaar
831;bcel
836;bcmail-jdk16-140
839;bcpg-jdk16
844;bcprov-jdk16
848;bctsp-jdk16
849;bdd-common
850;bdd-concordion
851;bean-converter-asmifier
852;bean-converter-core
853;bean-converter-example
854;bean-converter-springfactory
855;bean-helper-spring
856;beandisplaytag
857;beanio
858;beankeeper
859;beanlib
860;beanlib-hibernate
861;beanoh
862;beanpot
863;beanrunner
864;beansbinding
865;beanstalk-maven-plugin
866;beantablemodel
867;beanvalidation-addon
868;bears
869;berkano-kisstags
870;berkano-seraph
871;berkano-seraph-taglib
872;berkano-taglib-unit
873;berkano-user
874;berkano-user-mgt-webwork
875;berkano-util
876;berkeley-persistor
877;betterbeansbinding-core
878;betterbeansbinding-el
879;betterbeansbinding-swingbinding
880;bigtrouble
881;binding
882;binding-test-harness
883;biojava3-core
884;bit-io
885;bitkeeper
886;bitlyj
887;bitvunit-core
888;BlameSubversion
889;blammo-commons-adapter
890;blammo-core
891;blammo-log4j-adapter
892;blammo-maven-plugin
893;blammo-samples
894;blammo-standard-adapter
895;blank-lines-remover
896;blazeds-common
897;blazeds-core
898;blazeds-opt
899;blazeds-proxy
900;blazeds-remoting
901;blogger-api-client
902;bluebill-mobile-android
903;bluebill-mobile-android-plugin-xenocanto
904;bluebill-mobile-android-test-functional
905;bluebill-mobile-android-test-integration
906;bluebill-mobile-resources
907;bluebill-mobile-resources-generator
908;bluebook-configuration
909;bluebook-filter-java
910;bluebook-maven-plugin
911;bluecove
912;bluecove-emu
913;bluecove-gpl
915;blunder
916;bnd
917;bobberplus
918;boilerpipe
919;bokobai
920;boleto-example
921;bonecp
922;bonecp-provider
923;bonecp-spring
924;bonita-ant-tasks
925;bonita-api
926;bonita-api-accessor
927;bonita-api-fullObj
928;bonita-api-fullObj-impl
929;bonita-api-impl
930;bonita-api-impl-ejb
931;bonita-api-obj
932;bonita-api-obj-impl
933;bonita-client
934;bonita-cmis
935;bonita-core
936;bonita-deployment
937;bonita-engine
938;bonita-env
939;bonita-examples
940;bonita-hibernate
941;bonita-identity
942;bonita-parser-xpdl
943;bonita-perf
944;bonita-perf-common
945;bonita-pvm
946;bonita-qrcode-connector
947;bonita-server
948;bonita-server-env
949;bonita-services
950;bonita-services-impl
951;bonita-template
952;bonita-tests
953;bonita-textui
954;bonita-util-common
955;bonita-utils
956;book-sitemesh-plugin
957;bootstrap
958;boxspring-core
959;boxspring-core-compat
960;boxspring-crowd
961;boxspring-external-hibernate
962;boxspring-http-objects-holder
963;boxspring-maven-plugin
964;boxspring-osgi-core
965;boxspring-osgi-extender-fragment
966;boxspring-osgi-test-support
967;boxspring-osgi-web
968;boxspring-osgi-web-extender-bundle
969;boxspring-osgi-web-extender-fragment
970;boxspring-platform
971;boxspring-quartz
972;boxspring-resteasy
973;boxspring-test-support
974;boxspring-test-support-compat
975;boxspring-web
976;boxspring-web-compat
977;bpmn-jaxb-model
978;bpmn2bpel
979;brap-client
980;brap-common
981;brap-examples
982;brap-modification
983;brap-server
984;brap-spring
985;brew
986;bridge-camel-client
987;bridge-client
988;bridge-its-api
989;bridge-its-dbl
990;bridge-jira
991;bridge-scm-api
992;bridge-scm-dbl
993;bridge-subversion
994;bridge-trac
995;bristleServer
996;browsermob-proxy
997;browsermob-vnc
998;bruceschneier
999;bsaf
1000;bsf-api
1001;bsf-utils
1002;bson
1003;bson4jackson
1004;btm
1006;btm-jetty7-lifecycle
1007;btm-tomcat55-lifecycle
1008;buckminster
1009;bufr
1010;bugzilla
1011;build
1012;build-context
1013;build-helper-maven-plugin
1014;build-on-demand-maven-plugin
1015;build-pipeline-plugin
1016;build-publisher
1017;build-timeout
1018;build-tools
1019;buildbox-util
1020;builder
1021;buildnumber-maven-plugin
1022;buildsupport-maven-plugin
1023;buildutil
1024;bulk-builder
1025;bundle-publisher-maven-plugin
1026;bundler-maven-plugin
1027;business
1028;butler-io
1029;buup-editor
1030;buup-invoker
1031;buup-runtime
1032;buup-runtime-nexus
1033;bval-core
1034;bval-guice
1035;bval-json
1036;bval-jsr303
1037;bval-xstream
1038;bytecode-cglib
1039;bytecode-javassist
1040;bytelist
1041;c3p0
1042;cachefilter
1043;cachemate
1044;cactus-13
1045;caelum-stella-bean-validation
1046;caelum-stella-boleto
1047;caelum-stella-core
1048;caelum-stella-faces
1049;caelum-stella-hibernate-user-types
1050;caelum-stella-hibernate-validator
1051;cafeto-entitycopy
1052;cafeto-queryserialize
1053;caff
1054;cage
1055;cake-asm
1056;cake-attributes
1057;cake-attributes-mapgenerator
1058;cake-cache-api
1059;cake-cache-examples
1060;cake-cache-impl
1061;cake-cache-test-tck
1062;cake-cache-test-util
1063;cake-forkjoin
1064;cake-forkjoin-collections
1065;cake-management
1066;cake-ops
1067;cake-picocontainer
1068;cake-service-api
1069;cake-service-impl
1070;cake-service-tck
1071;cake-test-util
1072;cake-util
1073;cal10n-api
1074;calculator-client
1075;calculator-ejb
1076;calculator-server
1077;calculon
1078;calendarviews
1079;callback
1080;callbackparams
1081;callcosts
1082;camel-activemq
1083;camel-ahc
1084;camel-amqp
1085;camel-apns
1091;camel-atom
1092;camel-aws
1093;camel-bam
1094;camel-bean-validator
1095;camel-bindy
1096;camel-blueprint
1097;camel-cache
1098;camel-castor
1099;camel-cometd
1101;camel-component-for-jonas
1102;camel-context
1103;camel-core
1104;camel-core-osgi
1105;camel-core-xml
1106;camel-crypto
1107;camel-csv
1108;camel-cxf
1109;camel-cxf-example-bundle
1110;camel-cxf-transport
1111;camel-dns
1112;camel-dozer
1113;camel-eclipse
1114;camel-ejb
1115;camel-eventadmin
1116;camel-example-aggregate
1117;camel-example-bam
1118;camel-example-cafe
1119;camel-example-cxf
1120;camel-example-cxf-async
1121;camel-example-cxf-blueprint
1122;camel-example-cxf-osgi
1123;camel-example-cxf-proxy
1124;camel-example-docs
1125;camel-example-etl
1126;camel-example-guice-jms
1127;camel-example-http-async
1128;camel-example-jms
1129;camel-example-jms-file
1130;camel-example-jmx
1131;camel-example-loadbalancing
1132;camel-example-loan-broker
1133;camel-example-management
1134;camel-example-osgi
1135;camel-example-osgi-rmi
1136;camel-example-pojo-messaging
1137;camel-example-reportincident-wssecurity
1138;camel-example-route-throttling
1139;camel-example-servlet
1140;camel-example-simplejirabot-javadsl
1141;camel-example-spring
1142;camel-example-spring-javaconfig
1143;camel-example-spring-jms
1144;camel-example-tracer
1145;camel-exec
1146;camel-flatpack
1147;camel-freemarker
1148;camel-ftp
1149;camel-gae
1150;camel-groovy
1151;camel-guice
1152;camel-hamcrest
1153;camel-hawtdb
1154;camel-hazelcast
1155;camel-hdfs
1156;camel-hl7
1157;camel-http
1158;camel-http4
1159;camel-ibatis
1160;camel-irc
1161;camel-itest
1162;camel-itest-osgi
1163;camel-jackson
1164;camel-jasypt
1165;camel-javaspace
1166;camel-jaxb
1167;camel-jbi
1168;camel-jcr
1169;camel-jdbc
1170;camel-jdbc-aggregator
1171;camel-jetty
1172;camel-jhc
1173;camel-jibx
1174;camel-jing
1175;camel-jms
1176;camel-jms-example-bundle
1177;camel-jmx
1178;camel-jonas5-cxf
1179;camel-jonas5-integration-tests
1180;camel-josql
1181;camel-jpa
1182;camel-jt400
1183;camel-juel
1184;camel-jxpath
1185;camel-karaf-commands
1186;camel-kestrel
1187;camel-ldap
1188;camel-lucene
1189;camel-mail
1190;camel-maven-plugin
1191;camel-mina
1192;camel-msv
1193;camel-mvel
1194;camel-mybatis
1195;camel-nagios
1196;camel-netty
1197;camel-nmr
1198;camel-nmr-blueprint
1199;camel-oftp
1200;camel-ognl
1201;camel-osgi
1202;camel-paxlogging
1203;camel-printer
1204;camel-protobuf
1205;camel-quartz
1206;camel-quickfix
1207;camel-restlet
1208;camel-rmi
1209;camel-route-base
1210;camel-routebox
1212;camel-rss
1213;camel-ruby
1214;camel-saxon
1215;camel-script
1216;camel-service
1217;camel-service-for-jonas
1218;camel-service-itests
1219;camel-servlet
1220;camel-shiro
1221;camel-simple-su
1222;camel-sip
1223;camel-smpp
1224;camel-snmp
1225;camel-soap
1226;camel-spring
1227;camel-spring-integration
1228;camel-spring-javaconfig
1229;camel-spring-security
1230;camel-spring-ws
1231;camel-sql
1232;camel-stream
1233;camel-stringtemplate
1234;camel-swing
1235;camel-syslog
1236;camel-tagsoup
1237;camel-test
1238;camel-testng
1239;camel-trace-example-bundle
1240;camel-trace-example-test
1241;camel-uface
1242;camel-velocity
1244;camel-xml-registry
1245;camel-xmlbeans
1246;camel-xmlsecurity
1247;camel-xmpp
1248;camel-xstream
1249;campfire
1250;car-maven-plugin
1251;cargo-ant
1254;cargo-core-api-container
1255;cargo-core-api-generic
1256;cargo-core-api-module
1257;cargo-core-api-util
1258;cargo-core-container-geronimo
1259;cargo-core-container-glassfish
1260;cargo-core-container-jboss
1261;cargo-core-container-jetty
1262;cargo-core-container-jo
1263;cargo-core-container-jonas
1264;cargo-core-container-jrun
1265;cargo-core-container-orion
1266;cargo-core-container-resin
1267;cargo-core-container-tomcat
1268;cargo-core-container-weblogic
1270;cargo-core-tools-jboss-deployer-5.1-and-onwards
1271;cargo-core-uberjar
1272;cargo-documentation
1273;cargo-maven2-plugin
1274;cargo-sample-java
1275;carol
1276;carol-iiop-delegate
1277;carol-interceptors
1278;carrot2-core
1279;carrot2-mini
1280;cartridge-html4
1281;cas-catalog
1282;cas-client-core
1283;cas-client-integration-atlassian
1284;cas-client-integration-jboss
1285;cas-client-integration-tomcat-common
1287;cas-client-integration-tomcat-v7
1288;cas-client-support-distributed
1289;cas-client-support-distributed-ehcache
1290;cas-client-support-distributed-memcached
1291;cas-crawler
1292;cas-extend-client-java
1293;cas-filemgr
1294;cas-fm-browser
1295;cas-metadata
1296;cas-pge
1297;cas-pushpull
1298;cas-resource
1299;cas-server-core
1300;cas-server-integration-berkeleydb
1301;cas-server-integration-jboss
1302;cas-server-integration-memcached
1303;cas-server-integration-restlet
1304;cas-server-support-generic
1305;cas-server-support-jdbc
1306;cas-server-support-ldap
1307;cas-server-support-legacy
1308;cas-server-support-openid
1309;cas-server-support-radius
1310;cas-server-support-spnego
1311;cas-server-support-trusted
1312;cas-server-support-x509
1313;cas-workflow
1314;cas1
1315;cassandra-connection-pool
1316;cassandra-maven-plugin
1317;castor
1318;castor-anttasks
1319;castor-codegen
1320;castor-codegen-anttask
1321;castor-core
1322;castor-cpactf
1323;castor-ddlgen
1324;castor-jdo
1325;castor-maven-plugin
1326;castor-maven-plugins
1327;castor-testsuite-xml-framework
1328;castor-xml
1329;castor-xml-diff
1330;castor-xml-schema
1331;catalina
1332;catalina-ant
1333;catalina-ha
1334;catalina-jr-plugin
1335;catalina-optional
1336;cathcart-ant-tasks
1337;cayenne
1338;cayenne-agent
1339;cayenne-client
1340;cayenne-client-nodeps
1341;cayenne-di-unpublished
1342;cayenne-lifecycle
1343;cayenne-modeler
1344;cayenne-nodeps
1345;cayenne-server
1346;cayenne-tools
1347;cbuild-lifecycles
1348;cbuild-utils
1349;cc-xjc-it
1350;cc-xjc-plugin
1351;cccc
1352;ccm
1353;cdc-1.1.2-stub
1354;cdi-api
1355;cditest
1356;cditest-owb
1357;cecilia-adl
1358;cecilia-adl-comete-deployment
1359;cecilia-adl-dumper
1360;cecilia-adl-dynamic
1361;cecilia-adl-export-bind
1362;cecilia-adl-export-bind-dynamic
1363;cecilia-adl-loadable-clone
1364;cecilia-adl-loadable-clone-script
1365;cel
1366;celtix-api
1367;celtix-axisinterop
1368;celtix-codegen-plugin
1369;celtix-common
1370;celtix-distribution
1371;celtix-geronimo
1372;celtix-jbi
1373;celtix-js
1374;celtix-router
1375;celtix-rt
1376;celtix-systests
1377;celtix-testutils
1378;celtix-tools
1379;cernunnos
1380;cewolf
1381;cglib
1382;cglib-nodep
1383;chameleon-mbeans
1384;chameria-launcher
1385;chameria-service
1386;chameria-web-exposer
1387;chameria-webview-factory
1388;changelog-history
1389;changelog-maven-plugin
1390;changes-maven-plugin
1391;charlotte
1392;charts4j
1393;chat-client
1394;chat-server
1395;checkersplugin
1396;checkstyle
1397;checkstyle-optional
1398;checksum-maven-plugin
1399;checksum-plugin
1400;chemistry-opencmis-client-api
1401;chemistry-opencmis-client-bindings
1402;chemistry-opencmis-client-impl
1403;chemistry-opencmis-commons-api
1404;chemistry-opencmis-commons-impl
1405;chemistry-opencmis-server-support
1406;chemistry-opencmis-test-browser
1407;chemistry-opencmis-test-tck
1408;chemistry-opencmis-test-tools
1409;chemistry-opencmis-test-util
1410;chemistry-opencmis-workbench
1411;chenillekit-access
1412;chenillekit-core
1413;chenillekit-google
1414;chenillekit-hibernate
1415;chenillekit-image
1416;chenillekit-ldap
1417;chenillekit-lucene
1418;chenillekit-mail
1419;chenillekit-quartz
1420;chenillekit-reports
1421;chenillekit-scripting
1422;chenillekit-tapestry
1423;chenillekit-template
1424;chenillekit-test
1425;chessur
1426;chessur-maven-plugin
1427;chex4j-core
1428;chex4j-test
1429;chopchophttpclient
1430;chromattic.api
1431;chromattic.apt
1432;chromattic.cglib
1433;chromattic.common
1434;chromattic.core
1435;chromattic.dataobject
1436;chromattic.docs.demo.shoppingcart
1437;chromattic.docs.reference.examples
1438;chromattic.exo
1439;chromattic.ext
1440;chromattic.groovy
1441;chromattic.metamodel
1442;chromattic.ntdef
1443;chromattic.query.apiV1
1444;chromattic.spi
1445;chromattic.testgenerator
1447;chucknorris
1448;ci-game
1449;cifs
1450;cirrostratus
1451;cise-oss
1452;ckeditor-java-core
1453;ckpackager-library
1454;ckpackager-maven-plugin
1455;claim
1456;clarion-compile
1457;clarion-maven-plugin
1458;clarion-runtime
1459;clarion-sysruntime
1460;classmate
1461;classpath-explorer
1462;classpath.a
1463;classpath.b
1464;classpath.c
1465;classpath.d
1466;cldc-1.1-stub
1467;cldcunit
1468;cldcunit-instrument
1469;cldcunit-se
1470;clean-maven-plugin
1471;clearcase
1472;clearcase-release
1473;clearcase-ucm-baseline
1474;clearity
1475;clearpass-impl
1476;clearpass-integration-uportal
1477;cli
1478;cli-7
1479;client
1480;client-and-server-validation
1481;client-bootstrap
1482;client-common
1483;client-demo
1484;client-jdk16
1485;clients-httpClient
1486;clirr-maven-plugin
1487;clistarter
1488;clojure
1489;clojure-maven-plugin
1490;clone-workspace-scm
1491;cloning
1492;closure-compiler-r606
1493;cloud-storage-azure
1494;cloud-storage-s3
1495;cloud-storage-spring-integration-support
1496;cloud-storage-template
1497;cloud-storage-test-utils
1498;cloud9
1499;cloudbees-api-client
1500;cloudbees-api-client-nodeps
1501;clover
1502;cluster
1503;cmd
1504;cmdhelp-maven-plugin
1505;cmi-admin
1506;cmi-agent
1507;cmi-api
1508;cmi-api-client
1509;cmi-api-server
1510;cmi-components-event
1511;cmi-components-security
1512;cmi-config
1513;cmi-coordinator
1514;cmi-core-client
1515;cmi-core-common
1516;cmi-core-server
1517;cmi-ejb2
1518;cmi-example-base
1519;cmi-example-server
1520;cmi-examples
1521;cmi-examples-base
1522;cmi-examples-deployment-country
1523;cmi-examples-interactive-base
1524;cmi-examples-interactive-client
1525;cmi-examples-interactive-server
1526;cmi-extension-manager
1527;cmi-extension-service
1528;cmi-ha
1529;cmi-jgroups
1530;cmi-jms
1531;cmi-jndi
1532;cmi-lb
1533;cmi-loader
1534;cmi-rmi
1535;cmi-rpc
1536;cmi-smartfactory
1537;cmlxom
1538;cmvc
1539;cobertura
1540;cobertura-maven-plugin
1541;cobertura4it-maven-plugin
1542;cobol2j
1543;coconut-cache-api
1544;coconut-cache-examples
1545;coconut-cache-impl
1546;coconut-cache-policies
1547;coconut-cache-test-framework
1548;coconut-cache-test-tck
